,X.1,scientificName,id,institutionCode,collectionCode,basisOfRecord,occurrenceID,X,kingdom,phylum,scientificNameAuthorship,genus,specificEpithet,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,verbatimEventDate,substrate,country,stateProvince,county,locality,localitySecurity,decimalLatitude,decimalLongitude,verbatimCoordinates,modified,collId,recordId,references,File.Name,Notes,Quality,Chemistry,Chemistry.Author,Source,Family,Order,Class,Morphology,Photobiont,name,spectra_ID
22571.1897_0001,115,Flavoparmelia caperata,630032,MIN,Lichens,PreservedSpecimen,urn:uuid:89b712f4-d405-4e5e-9d8b-53b52e3ea6a8,22571,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Fink, B.",254,1897-06-30,1897,6,30,181,30/Jun/1897,on earth,United States,Minnesota,Cook,Gunflint Trail; Superior National Forest,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:2eeb9bc3-5b8d-4a00-a0b7-4c8a99a4c621,http://bellatlas.umn.edu/collections/individual/index.php?occid=630008,22571.1897,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,22571.1897,22571.1897_0001
22571.1897_0002,115,Flavoparmelia caperata,630032,MIN,Lichens,PreservedSpecimen,urn:uuid:89b712f4-d405-4e5e-9d8b-53b52e3ea6a8,22571,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Fink, B.",254,1897-06-30,1897,6,30,181,30/Jun/1897,on earth,United States,Minnesota,Cook,Gunflint Trail; Superior National Forest,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:2eeb9bc3-5b8d-4a00-a0b7-4c8a99a4c621,http://bellatlas.umn.edu/collections/individual/index.php?occid=630008,22571.1897,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,22571.1897,22571.1897_0002
22571.1897_0003,115,Flavoparmelia caperata,630032,MIN,Lichens,PreservedSpecimen,urn:uuid:89b712f4-d405-4e5e-9d8b-53b52e3ea6a8,22571,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Fink, B.",254,1897-06-30,1897,6,30,181,30/Jun/1897,on earth,United States,Minnesota,Cook,Gunflint Trail; Superior National Forest,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:2eeb9bc3-5b8d-4a00-a0b7-4c8a99a4c621,http://bellatlas.umn.edu/collections/individual/index.php?occid=630008,22571.1897,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,22571.1897,22571.1897_0003
22571.1897_0004,115,Flavoparmelia caperata,630032,MIN,Lichens,PreservedSpecimen,urn:uuid:89b712f4-d405-4e5e-9d8b-53b52e3ea6a8,22571,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Fink, B.",254,1897-06-30,1897,6,30,181,30/Jun/1897,on earth,United States,Minnesota,Cook,Gunflint Trail; Superior National Forest,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:2eeb9bc3-5b8d-4a00-a0b7-4c8a99a4c621,http://bellatlas.umn.edu/collections/individual/index.php?occid=630008,22571.1897,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,22571.1897,22571.1897_0004
881733.1996_0000,116,Flavoparmelia caperata,NA,,,,,881733,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Cole, M.",2075,7/24/1996,1996,7,24,206,24-Jul-96,on fallen pine,United States,Minnesota,Clearwater,Okerson Heights Trail Near Budd Lake; Itasca State Park,0,47.16388889,-95.175,"47°09'50""N, 95°10'30""W",6/2/2016 12:52,11,urn:uuid:ab99e9c0-a297-472d-b15f-6767f98fc0bb,http://bellatlas.umn.edu/collections/individual/index.php?occid=747557,881733.1996,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,881733.1996,881733.1996_0000
881733.1996_0001,116,Flavoparmelia caperata,NA,,,,,881733,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Cole, M.",2075,7/24/1996,1996,7,24,206,24-Jul-96,on fallen pine,United States,Minnesota,Clearwater,Okerson Heights Trail Near Budd Lake; Itasca State Park,0,47.16388889,-95.175,"47°09'50""N, 95°10'30""W",6/2/2016 12:52,11,urn:uuid:ab99e9c0-a297-472d-b15f-6767f98fc0bb,http://bellatlas.umn.edu/collections/individual/index.php?occid=747557,881733.1996,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,881733.1996,881733.1996_0001
881733.1996_0002,116,Flavoparmelia caperata,NA,,,,,881733,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Cole, M.",2075,7/24/1996,1996,7,24,206,24-Jul-96,on fallen pine,United States,Minnesota,Clearwater,Okerson Heights Trail Near Budd Lake; Itasca State Park,0,47.16388889,-95.175,"47°09'50""N, 95°10'30""W",6/2/2016 12:52,11,urn:uuid:ab99e9c0-a297-472d-b15f-6767f98fc0bb,http://bellatlas.umn.edu/collections/individual/index.php?occid=747557,881733.1996,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,881733.1996,881733.1996_0002
881733.1996_0003,116,Flavoparmelia caperata,NA,,,,,881733,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Cole, M.",2075,7/24/1996,1996,7,24,206,24-Jul-96,on fallen pine,United States,Minnesota,Clearwater,Okerson Heights Trail Near Budd Lake; Itasca State Park,0,47.16388889,-95.175,"47°09'50""N, 95°10'30""W",6/2/2016 12:52,11,urn:uuid:ab99e9c0-a297-472d-b15f-6767f98fc0bb,http://bellatlas.umn.edu/collections/individual/index.php?occid=747557,881733.1996,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,881733.1996,881733.1996_0003
901650.2007_0000,117,Flavoparmelia caperata,NA,,,,,901650,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",96815,8/7/2007,2007,8,7,219,7-Aug-07,,United States,Minnesota,Cook,Smith Island In Poplar Lake; Superior National Forest,0,48.05138889,-90.51972222,"48°03'05""N, 90°31'11""W",6/2/2016 12:52,11,urn:uuid:9fd9265a-1798-4060-88ec-4987af3e5ab0,http://bellatlas.umn.edu/collections/individual/index.php?occid=761697,901650.2007,some moss amongst lichen,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,901650.2007,901650.2007_0000
901650.2007_0001,117,Flavoparmelia caperata,NA,,,,,901650,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",96815,8/7/2007,2007,8,7,219,7-Aug-07,,United States,Minnesota,Cook,Smith Island In Poplar Lake; Superior National Forest,0,48.05138889,-90.51972222,"48°03'05""N, 90°31'11""W",6/2/2016 12:52,11,urn:uuid:9fd9265a-1798-4060-88ec-4987af3e5ab0,http://bellatlas.umn.edu/collections/individual/index.php?occid=761697,901650.2007,some moss amongst lichen,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,901650.2007,901650.2007_0001
901650.2007_0002,117,Flavoparmelia caperata,NA,,,,,901650,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",96815,8/7/2007,2007,8,7,219,7-Aug-07,,United States,Minnesota,Cook,Smith Island In Poplar Lake; Superior National Forest,0,48.05138889,-90.51972222,"48°03'05""N, 90°31'11""W",6/2/2016 12:52,11,urn:uuid:9fd9265a-1798-4060-88ec-4987af3e5ab0,http://bellatlas.umn.edu/collections/individual/index.php?occid=761697,901650.2007,some moss amongst lichen,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,901650.2007,901650.2007_0002
901650.2007_0003,117,Flavoparmelia caperata,NA,,,,,901650,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",96815,8/7/2007,2007,8,7,219,7-Aug-07,,United States,Minnesota,Cook,Smith Island In Poplar Lake; Superior National Forest,0,48.05138889,-90.51972222,"48°03'05""N, 90°31'11""W",6/2/2016 12:52,11,urn:uuid:9fd9265a-1798-4060-88ec-4987af3e5ab0,http://bellatlas.umn.edu/collections/individual/index.php?occid=761697,901650.2007,some moss amongst lichen,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,901650.2007,901650.2007_0003
901650.2007_0004,117,Flavoparmelia caperata,NA,,,,,901650,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",96815,8/7/2007,2007,8,7,219,7-Aug-07,,United States,Minnesota,Cook,Smith Island In Poplar Lake; Superior National Forest,0,48.05138889,-90.51972222,"48°03'05""N, 90°31'11""W",6/2/2016 12:52,11,urn:uuid:9fd9265a-1798-4060-88ec-4987af3e5ab0,http://bellatlas.umn.edu/collections/individual/index.php?occid=761697,901650.2007,some moss amongst lichen,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,901650.2007,901650.2007_0004
22599.1901_0000,118,Flavoparmelia caperata,632827,MIN,Lichens,PreservedSpecimen,urn:uuid:c6db391c-8938-4aa8-92b1-340d265606ef,22599,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Fink, B.",769,7/20/1901,1901,7,20,201,20-Jul-01,"on rocks, canada",Canada,Ontario,Rainy River,Emo,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:9dc9e54d-b030-40b7-8ff2-9967b9b5c670,http://bellatlas.umn.edu/collections/individual/index.php?occid=630033,22599.1901,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,22599.1901,22599.1901_0000
22599.1901_0001,118,Flavoparmelia caperata,632827,MIN,Lichens,PreservedSpecimen,urn:uuid:c6db391c-8938-4aa8-92b1-340d265606ef,22599,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Fink, B.",769,7/20/1901,1901,7,20,201,20-Jul-01,"on rocks, canada",Canada,Ontario,Rainy River,Emo,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:9dc9e54d-b030-40b7-8ff2-9967b9b5c670,http://bellatlas.umn.edu/collections/individual/index.php?occid=630033,22599.1901,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,22599.1901,22599.1901_0001
22599.1901_0002,118,Flavoparmelia caperata,632827,MIN,Lichens,PreservedSpecimen,urn:uuid:c6db391c-8938-4aa8-92b1-340d265606ef,22599,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Fink, B.",769,7/20/1901,1901,7,20,201,20-Jul-01,"on rocks, canada",Canada,Ontario,Rainy River,Emo,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:9dc9e54d-b030-40b7-8ff2-9967b9b5c670,http://bellatlas.umn.edu/collections/individual/index.php?occid=630033,22599.1901,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,22599.1901,22599.1901_0002
22599.1901_0003,118,Flavoparmelia caperata,632827,MIN,Lichens,PreservedSpecimen,urn:uuid:c6db391c-8938-4aa8-92b1-340d265606ef,22599,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Fink, B.",769,7/20/1901,1901,7,20,201,20-Jul-01,"on rocks, canada",Canada,Ontario,Rainy River,Emo,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:9dc9e54d-b030-40b7-8ff2-9967b9b5c670,http://bellatlas.umn.edu/collections/individual/index.php?occid=630033,22599.1901,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,22599.1901,22599.1901_0003
22599.1901_0004,118,Flavoparmelia caperata,632827,MIN,Lichens,PreservedSpecimen,urn:uuid:c6db391c-8938-4aa8-92b1-340d265606ef,22599,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Fink, B.",769,7/20/1901,1901,7,20,201,20-Jul-01,"on rocks, canada",Canada,Ontario,Rainy River,Emo,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:9dc9e54d-b030-40b7-8ff2-9967b9b5c670,http://bellatlas.umn.edu/collections/individual/index.php?occid=630033,22599.1901,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,22599.1901,22599.1901_0004
917363.2009_0000,119,Flavoparmelia caperata,NA,,,,,917363,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",98863,8/26/2009,2009,8,26,238,26-Aug-09,,United States,Minnesota,Cook,Se Facing Cliffs At South Fowl Lake,0,48.04138889,-90.01472222,"48°02'29""N, 90°00'53""W",6/2/2016 12:52,11,urn:uuid:318445ff-1540-4b60-8a02-705ebfcc7c71,http://bellatlas.umn.edu/collections/individual/index.php?occid=765966,917363.2009,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,917363.2009,917363.2009_0002
917363.2009_0001,119,Flavoparmelia caperata,NA,,,,,917363,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",98863,8/26/2009,2009,8,26,238,26-Aug-09,,United States,Minnesota,Cook,Se Facing Cliffs At South Fowl Lake,0,48.04138889,-90.01472222,"48°02'29""N, 90°00'53""W",6/2/2016 12:52,11,urn:uuid:318445ff-1540-4b60-8a02-705ebfcc7c71,http://bellatlas.umn.edu/collections/individual/index.php?occid=765966,917363.2009,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,917363.2009,917363.2009_0003
917363.2009_0002,119,Flavoparmelia caperata,NA,,,,,917363,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",98863,8/26/2009,2009,8,26,238,26-Aug-09,,United States,Minnesota,Cook,Se Facing Cliffs At South Fowl Lake,0,48.04138889,-90.01472222,"48°02'29""N, 90°00'53""W",6/2/2016 12:52,11,urn:uuid:318445ff-1540-4b60-8a02-705ebfcc7c71,http://bellatlas.umn.edu/collections/individual/index.php?occid=765966,917363.2009,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,917363.2009,917363.2009_0004
917363.2009_0003,119,Flavoparmelia caperata,NA,,,,,917363,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",98863,8/26/2009,2009,8,26,238,26-Aug-09,,United States,Minnesota,Cook,Se Facing Cliffs At South Fowl Lake,0,48.04138889,-90.01472222,"48°02'29""N, 90°00'53""W",6/2/2016 12:52,11,urn:uuid:318445ff-1540-4b60-8a02-705ebfcc7c71,http://bellatlas.umn.edu/collections/individual/index.php?occid=765966,917363.2009,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,917363.2009,917363.2009_0005
917363.2009_0004,119,Flavoparmelia caperata,NA,,,,,917363,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",98863,8/26/2009,2009,8,26,238,26-Aug-09,,United States,Minnesota,Cook,Se Facing Cliffs At South Fowl Lake,0,48.04138889,-90.01472222,"48°02'29""N, 90°00'53""W",6/2/2016 12:52,11,urn:uuid:318445ff-1540-4b60-8a02-705ebfcc7c71,http://bellatlas.umn.edu/collections/individual/index.php?occid=765966,917363.2009,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,917363.2009,917363.2009_0006
732323.1935_0000,120,Flavoparmelia caperata,713742,MIN,Lichens,PreservedSpecimen,urn:uuid:1a587889-3c94-439c-a4c0-13d306ae7828,732323,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Harris, S.",2367,6/26/1935,1935,6,26,177,26-Jun-35,,United States,Minnesota,Anoka,Between Bethel And Fish Lake,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:2213d218-a6dd-4293-bc35-266dda193889,http://bellatlas.umn.edu/collections/individual/index.php?occid=676083,732323.1935,low sample selection,not great,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,732323.1935,732323.1935_0000
732323.1935_0001,120,Flavoparmelia caperata,713742,MIN,Lichens,PreservedSpecimen,urn:uuid:1a587889-3c94-439c-a4c0-13d306ae7828,732323,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Harris, S.",2367,6/26/1935,1935,6,26,177,26-Jun-35,,United States,Minnesota,Anoka,Between Bethel And Fish Lake,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:2213d218-a6dd-4293-bc35-266dda193889,http://bellatlas.umn.edu/collections/individual/index.php?occid=676083,732323.1935,low sample selection,not great,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,732323.1935,732323.1935_0001
732323.1935_0002,120,Flavoparmelia caperata,713742,MIN,Lichens,PreservedSpecimen,urn:uuid:1a587889-3c94-439c-a4c0-13d306ae7828,732323,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Harris, S.",2367,6/26/1935,1935,6,26,177,26-Jun-35,,United States,Minnesota,Anoka,Between Bethel And Fish Lake,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:2213d218-a6dd-4293-bc35-266dda193889,http://bellatlas.umn.edu/collections/individual/index.php?occid=676083,732323.1935,low sample selection,not great,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,732323.1935,732323.1935_0002
933970.2012_0000,121,Flavoparmelia caperata,NA,,,,,933970,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",100550,7/13/2012,2012,7,13,195,13-Jul-12,on log,United States,Minnesota,Cook,"Mt Rose, N Side of; Grand Portage National Monument",0,47.96277778,-89.68861111,"47°57'46""N, 89°41'19""W",6/2/2016 12:52,11,urn:uuid:d1294a91-81e4-452e-8980-df5b4e4d671e,http://bellatlas.umn.edu/collections/individual/index.php?occid=770134,933970.2012,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,933970.2012,933970.2012_0000
933970.2012_0001,121,Flavoparmelia caperata,NA,,,,,933970,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",100550,7/13/2012,2012,7,13,195,13-Jul-12,on log,United States,Minnesota,Cook,"Mt Rose, N Side of; Grand Portage National Monument",0,47.96277778,-89.68861111,"47°57'46""N, 89°41'19""W",6/2/2016 12:52,11,urn:uuid:d1294a91-81e4-452e-8980-df5b4e4d671e,http://bellatlas.umn.edu/collections/individual/index.php?occid=770134,933970.2012,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,933970.2012,933970.2012_0001
933970.2012_0002,121,Flavoparmelia caperata,NA,,,,,933970,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",100550,7/13/2012,2012,7,13,195,13-Jul-12,on log,United States,Minnesota,Cook,"Mt Rose, N Side of; Grand Portage National Monument",0,47.96277778,-89.68861111,"47°57'46""N, 89°41'19""W",6/2/2016 12:52,11,urn:uuid:d1294a91-81e4-452e-8980-df5b4e4d671e,http://bellatlas.umn.edu/collections/individual/index.php?occid=770134,933970.2012,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,933970.2012,933970.2012_0002
933970.2012_0003,121,Flavoparmelia caperata,NA,,,,,933970,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",100550,7/13/2012,2012,7,13,195,13-Jul-12,on log,United States,Minnesota,Cook,"Mt Rose, N Side of; Grand Portage National Monument",0,47.96277778,-89.68861111,"47°57'46""N, 89°41'19""W",6/2/2016 12:52,11,urn:uuid:d1294a91-81e4-452e-8980-df5b4e4d671e,http://bellatlas.umn.edu/collections/individual/index.php?occid=770134,933970.2012,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,933970.2012,933970.2012_0003
933970.2012_0004,121,Flavoparmelia caperata,NA,,,,,933970,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",100550,7/13/2012,2012,7,13,195,13-Jul-12,on log,United States,Minnesota,Cook,"Mt Rose, N Side of; Grand Portage National Monument",0,47.96277778,-89.68861111,"47°57'46""N, 89°41'19""W",6/2/2016 12:52,11,urn:uuid:d1294a91-81e4-452e-8980-df5b4e4d671e,http://bellatlas.umn.edu/collections/individual/index.php?occid=770134,933970.2012,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,933970.2012,933970.2012_0004
691735.1955_0000,122,Flavoparmelia caperata,644260,MIN,Lichens,PreservedSpecimen,urn:uuid:e13be6d3-7a9a-4ca5-9e60-c30eb9528667,691735,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Tucker, S.",s.n.,6/17/1955,1955,6,17,168,17-Jun-55,,United States,Minnesota,Clearwater,Biological Station; Itasca State Park,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:20731112-42bc-42e8-beae-a51ab9733728,http://bellatlas.umn.edu/collections/individual/index.php?occid=660710,691735.1955,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,691735.1955,691735.1955_0000
691735.1955_0001,122,Flavoparmelia caperata,644260,MIN,Lichens,PreservedSpecimen,urn:uuid:e13be6d3-7a9a-4ca5-9e60-c30eb9528667,691735,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Tucker, S.",s.n.,6/17/1955,1955,6,17,168,17-Jun-55,,United States,Minnesota,Clearwater,Biological Station; Itasca State Park,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:20731112-42bc-42e8-beae-a51ab9733728,http://bellatlas.umn.edu/collections/individual/index.php?occid=660710,691735.1955,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,691735.1955,691735.1955_0001
691735.1955_0002,122,Flavoparmelia caperata,644260,MIN,Lichens,PreservedSpecimen,urn:uuid:e13be6d3-7a9a-4ca5-9e60-c30eb9528667,691735,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Tucker, S.",s.n.,6/17/1955,1955,6,17,168,17-Jun-55,,United States,Minnesota,Clearwater,Biological Station; Itasca State Park,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:20731112-42bc-42e8-beae-a51ab9733728,http://bellatlas.umn.edu/collections/individual/index.php?occid=660710,691735.1955,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,691735.1955,691735.1955_0002
691735.1955_0003,122,Flavoparmelia caperata,644260,MIN,Lichens,PreservedSpecimen,urn:uuid:e13be6d3-7a9a-4ca5-9e60-c30eb9528667,691735,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Tucker, S.",s.n.,6/17/1955,1955,6,17,168,17-Jun-55,,United States,Minnesota,Clearwater,Biological Station; Itasca State Park,0,NA,NA,,6/2/2016 12:52,11,urn:uuid:20731112-42bc-42e8-beae-a51ab9733728,http://bellatlas.umn.edu/collections/individual/index.php?occid=660710,691735.1955,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,691735.1955,691735.1955_0003
434359.1948_0000,123,Flavoparmelia caperata,643853,MIN,Lichens,PreservedSpecimen,urn:uuid:183e8874-013c-4912-9a68-c00e29eb317d,434359,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Cotter, S.",184,5/30/1948,1948,5,30,151,30-May-48,,United States,Minnesota,Cook,"Tomteboda, Grand Marais",0,NA,NA,,6/2/2016 12:52,11,urn:uuid:507eeedd-c912-408c-96d9-19c7fb4cbe4f,http://bellatlas.umn.edu/collections/individual/index.php?occid=632826,434359.1948,low sample selection,not great,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,434359.1948,434359.1948_0000
434359.1948_0001,123,Flavoparmelia caperata,643853,MIN,Lichens,PreservedSpecimen,urn:uuid:183e8874-013c-4912-9a68-c00e29eb317d,434359,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Cotter, S.",184,5/30/1948,1948,5,30,151,30-May-48,,United States,Minnesota,Cook,"Tomteboda, Grand Marais",0,NA,NA,,6/2/2016 12:52,11,urn:uuid:507eeedd-c912-408c-96d9-19c7fb4cbe4f,http://bellatlas.umn.edu/collections/individual/index.php?occid=632826,434359.1948,low sample selection,not great,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,434359.1948,434359.1948_0001
434359.1948_0002,123,Flavoparmelia caperata,643853,MIN,Lichens,PreservedSpecimen,urn:uuid:183e8874-013c-4912-9a68-c00e29eb317d,434359,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Cotter, S.",184,5/30/1948,1948,5,30,151,30-May-48,,United States,Minnesota,Cook,"Tomteboda, Grand Marais",0,NA,NA,,6/2/2016 12:52,11,urn:uuid:507eeedd-c912-408c-96d9-19c7fb4cbe4f,http://bellatlas.umn.edu/collections/individual/index.php?occid=632826,434359.1948,low sample selection,not great,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,434359.1948,434359.1948_0002
434359.1948_0003,123,Flavoparmelia caperata,643853,MIN,Lichens,PreservedSpecimen,urn:uuid:183e8874-013c-4912-9a68-c00e29eb317d,434359,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Cotter, S.",184,5/30/1948,1948,5,30,151,30-May-48,,United States,Minnesota,Cook,"Tomteboda, Grand Marais",0,NA,NA,,6/2/2016 12:52,11,urn:uuid:507eeedd-c912-408c-96d9-19c7fb4cbe4f,http://bellatlas.umn.edu/collections/individual/index.php?occid=632826,434359.1948,low sample selection,not great,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,434359.1948,434359.1948_0003
933105.2010_0000,124,Flavoparmelia caperata,NA,,,,,933105,Fungi,Ascomycota,(L.) Hale,Flavoparmelia,caperata,"Wetmore, C.",100411,8/18/2010,2010,8,18,230,18-Aug-10,on balsam fir,United States,Minnesota,Cook,"Pigeon River, Ne of Grand Portage",0,47.99333333,-89.57277778,"47°59'36""N, 89°34'22""W",6/2/2016 12:52,11,urn:uuid:98e46500-7488-4c43-a6bf-36d8cdc4f09e,http://bellatlas.umn.edu/collections/individual/index.php?occid=769856,933105.201,,good,,,,Parmeliaceae,Lecanorales,Lecanoromycetes,foliose,chlorococcoid,933105.201,933105.2010_0000
